corpus,book_n,letter_n,sender,recipient,date_when,year,dateline
ad_atticum,,3,CICERO,ATTICO,-0044,-44.0,Scr. in Arpinati xt K. Iun. a. 710 (44) .
ad_atticum,,4,CICERO,ATTICO,-0044,-44.0,Scr. in Arpinati ix K. Iun. a. 710 (44) .
ad_atticum,,4A,CICERO,ATTICO,-0044,-44.0,Scr. in Tusculano vi K. Iun. a. 710 (44) .
ad_atticum,,5,CICERO,ATTICO,,,Scr. in Tusculano v K. Iun. a. 710 (44).
ad_atticum,,6,CICERO,ATTICO,-0044,-44.0,Scr. in Tusculano vi K. Iun. vesperi a. 710 (44) .
ad_atticum,,7,CICERO,ATTICO,,,Scr. in Tusculano v aut iv K. Iun. a. 710 (44).
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Tusculano prid. K. Iun. a. 710 (44).
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Tusculano iv Non. Iun. a. 710 (44).
ad_atticum,,10,CICERO,ATTICO,-0044,-44.0,Scr. in Tusculano Non. Iun. aut postr:die a. 710 (44) .
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Antiati a. d. vi Id. Iun. a. 710 (44).
ad_atticum,,12,CICERO,ATTICO,,,Scr. in Antiati v aut iv Id. Iun. a. 710 (44).
ad_atticum,,13,CICERO,ATTICO,-0044,-44.0,Scr. in Puteolano viii K. Nov. a. 710 (44) .
ad_atticum,,14,CICERO,ATTICO,,,Scr. in Tusculano v K. Quint. a. 710 (44).
ad_atticum,,15,CICERO,ATTICO,,,Scr. in Antiat i Id. Iun. a. 710 (44).
ad_atticum,,16,CICERO,ATTICO,,,Scr. in Antiati iii aut prid. Id. Iun. a. 710 (44).
ad_atticum,,16A,CICERO,ATTICO,-0044,-44.0,Scr. in Arpinati xiv aut xiii K. Iun. a. 710 (44) .
ad_atticum,,17,CICERO,ATTlCO,-0044,-44.0,Scr. in Antiati postr. Id. Iun. a. 710 (44) .
ad_atticum,,18,CICERO,ATTICO,,,Scr. in itinere ex Antiati in Tusculanum xvi K. Quint. a. 710 (44).
ad_atticum,,19,CICERO,ATTICO,,,Scr. in Tusculano inter a. d. xv et xi K. Quint. a. 710 (44).
ad_atticum,,20,CICERO,ATTICO,,,Scr. in Tusculano inter xv et xi K. Quint. a. 710 (44).
ad_atticum,,21,CICERO,ATTICO,,,Scr. in Tusculano x K. Quint. a. 710 (44).
ad_atticum,,22,CICERO,ATTICO,,,Scr. in Tusculano v K. Quint. mane a. 710 (44).
ad_atticum,,23,CICERO,ATTICO,,,Scr. in Tusculano viW aut vii K. Quint. a. 710 (44).
ad_atticum,,24,CICERO,ATTICO,,,"Scr. in Tusculano vi K. Quint. mane, ut vid., a. 710 (44)."
ad_atticum,,25,CICERO,ATTICO,-0044,-44.0,Scr. in Tusculano iii K. Quint. a. 710 (44) .
ad_atticum,,26,CICERO,ATTICO,,,Scr. in Arpinati vi Non. Quint. a. 710 (44).
ad_atticum,,27,CICERO,ATTICO,,,Scr. in Arpinati. v Non. Quint. a. 710 (44).
ad_atticum,,28,CICERO,ATTICO,,,Scr. in Arpinati v Non. Quint. a. 710 (44).
ad_atticum,,29,CICERO,ATTICO,-0044,-44.0,Scr. in Formiano prict Non. Quint. a. 710 (44) .
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Puteolano viii Id. Quint. a. 710 (44).
ad_atticum,,2,CICERO,ATTICO,,,Scr. in Puteolano v Id. Quint. a. 710 (44).
ad_atticum,,3,CICERO,ATTICO,-0044,-44.0,Scr. in Pompeiano xvi K. Sext. a. 710 (44) .
ad_atticum,,4,CICERO,ATTICO,,,Scr. in Puteolano vi Id. Quint. a. 710 (44).
ad_atticum,,5,CICERO,ATTICO,,,Scr. in Puteolano vii Id. Quint. a. 710 (44).
ad_atticum,,6,CICERO,ATTICO,-0044,-44.0,Scr. Vibone viii K. Sext. a. 710 (44) .
ad_atticum,,7,CICERO,ATTICO,-0044,-44.0,Scr. navigans ad Pompeianum xiv K. Sept. a. 710 (44) .
ad_atticum,,8,CICERO,ATTICO,-0044,-44.0,Scr. in Puteolano iv Non. Nov. a. 710 (44) .
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Puteolano prid. Non. Nov. a. 710 (44).
ad_atticum,,10,CICERO,ATTICO,,,Scr. in Sinuessano vi Id. Nov. a. 710 (44).
ad_atticum,,11,CICERO,ATTICO,-0044,-44.0,Scr. in Puteolano Non. Nov. a. 710 (44) .
ad_atticum,,12,CICERO,ATTICO,-0044,-44.0,Scr. in Puteolano vht Id. Nov. a. 710 (44) .
ad_atticum,,13,CICERO,ATTICO,,,Scr. Aquini iv Id. Nov. a. 710 (44).
ad_atticum,,13A,CICERO,ATTICO,,,Scr. in Arpinati it i Id. Nov. a. 710 (44).
ad_atticum,,14,CICERO,ATTICO,-0044,-44.0,Scr. in Arpinati medio mense Novembri a. 710 (44) .
ad_atticum,,15,CICERO,ATTICO,,,Scr. in Arpinati ante v Id. Dec. a. 710 (44).
ad_atticum,,16,CICERO,suo,,,Scr. in Tusculano inter v et prid. Non. Quint. a. 710 (44).
ad_atticum,,16A,M.,CICERO,,,Scr. in Tusculano eodem tempore.
ad_atticum,,16B,CICERO,PLANCO,,,Scr. paulo post ep. 16A.
ad_atticum,,16C,CICERO,CAPITONI,,,Scr. eodem tempore quo ep. 16 B.
ad_atticum,,16D,CICERO,C.,,,Scr. eodem tempore quo ep. 16 C.
ad_atticum,,16E,CICERO,PLANCO,,,Scr. post ep. 16B.
ad_atticum,,16F,CICERO,CAPITONI,,,Scr. paulo post ep. 16 C.
ad_quintum_fratrem,1,1,MARCVS,QVINTO,-0060,-60.0,Scr. Romae ex. a. 694 (60) aut in. a. 695 (59).
ad_quintum_fratrem,1,2,MARCVS,QVINTO,,,Scr. Romae inter va vi K. Nov. et iv Id. Dec. a. 695 (59).
ad_quintum_fratrem,1,3,MARCVS,QVINTO,-0058,-58.0,Scr. Thessalonicae Id. Iun. 0. 696 (58) .
ad_quintum_fratrem,1,4,MARCVS,QVINTO,-0058,-58.0,Scr. Thessalonicae mense Sext. circ. Non. a. 696 (58) .
ad_quintum_fratrem,2,1,MARCVS,QVINTO,-0057,-57.0,Scr. Romae m. Dec. a. 697 (57) .
ad_quintum_fratrem,2,2,MARCVS,QVINTO,-0056,-56.0,Scr. Romae xiv K. Febr. a. 698 (56) .
ad_quintum_fratrem,2,3,MARCVS,QVINTO,,,Scr. Romae prid. Id. Febr. et xv K. Mart. a. 698 (56).
ad_quintum_fratrem,2,4,MARCVS,QVINTO,-0056,-56.0,Scr. Romae mense Martio a. 698 (56) .
ad_quintum_fratrem,2,5,MARCVS,QVINTO,,,Scr. proficiscens in Anagninum a. d. vi Idus Apr. a. 698 (56).
ad_quintum_fratrem,2,6,MARCVS,QVINTO,-0056,-56.0,Scr. Romae mense Maio paulo post Idus a. 698 (56) .
ad_quintum_fratrem,2,7,MARCVS,QVINTO,-0055,-55.0,Scr. Romae mense Februado a. 699 (55) .
ad_quintum_fratrem,2,8,MARCVS,QVINTO,-0055,-55.0,Scr. mense Maio a. 699 (55) .
ad_quintum_fratrem,2,9,MARCVS,QVINTO,-0054,-54.0,Scr. ineunte mense Februanto a. 700 (54) .
ad_quintum_fratrem,2,10,MARCVS,QVINTO,-0054,-54.0,Scr. Romae Idibus Februariis a. 700 (54) .
ad_quintum_fratrem,2,11,MARCVS,QVINTO,,,Scr. Romae a. d. xvi K. Martias a. 700 (54).
ad_quintum_fratrem,2,12,MARCVS,QVINTO,-0054,-54.0,Scr. in Cumano vel Pompeiano m. Mai. a. 700 (54) .
ad_quintum_fratrem,2,13,MARCVS,QVINTO,-0054,-54.0,Scr. Romae in. m. Iun. a. 700 (54) .
ad_quintum_fratrem,2,14,MARCVS,QVINTO,,,Scr. Romae fort. a. d. vi K. Sext. a. 700 (54).
ad_quintum_fratrem,2,15,MARCVS,QVINTO,-0054,-54.0,Scr. Romae ex. m. Sext. a. 700 (54) .
ad_quintum_fratrem,3,1,MARCVS,QVINTO,-0054,-54.0,Scr. m. Sept. a. 700 (54) .
ad_quintum_fratrem,3,2,MARCVS,QUINTO,,,Scr. Romae a. d. v Idus Octobris a. 700 (54).
ad_quintum_fratrem,3,3,MARCVS,QUINTO,-0054,-54.0,Scr. Romae a. d. xit K. Nov. 700 (54) .
ad_quintum_fratrem,3,4,MARCVS,QVINTO,,,Scr. Romae a. d. ix K. Nov. a. 700 (54).
ad_quintum_fratrem,3,5,MARCVS,QVINTO,-0054,-54.0,Scr. in Tusculano ex. m. Oct. aut in. Nov. a. 700 (54) .
ad_quintum_fratrem,3,7,MARCVS,QVINTO,-0054,-54.0,Scr. in Tusculano ex. m. Oct. aut in. m. Nov. a. 700 (54) .
ad_quintum_fratrem,3,8,MARCVS,QUINTO,-0054,-54.0,Scr. Romae ex. m. Nov. a. 700 (54) .
ad_quintum_fratrem,3,9,MARCVS,QUINTO,-0054,-54.0,Scr. Romae m. Dec. a. 700 (54) .
ad_m_brutum,1,1,Cicero,Bruto,-0043,-43.0,Scr. eodem die quo ep. 2a. 711 (43) .
ad_m_brutum,1,2,Cicero,Bruto,,,Scr. Romae ex. m. Mai. a. 711(43).
ad_m_brutum,1,2a,Cicero,Bruto,,,Scr. Romae xv K. Mai. a. 711 (43).
ad_m_brutum,1,3,Cicero,Bruto,,,"Scr. Romae xi K. Mai. , ut videtur, a. 711 (43)"
ad_m_brutum,1,3a,Cicero,Bruto,,,Scr. Romae v Kal. Mai. a. 711 (43).
ad_m_brutum,1,4,Brutus,Ciceroni,-0043,-43.0,Scr. Dyrrachi iii antprid. id. Mai. a. 711 (43) .
ad_m_brutum,1,4a,Brutus,Ciceroni,-0043,-43.0,Scr. ex castris Id. Mai. a. 711 (43) .
ad_m_brutum,1,5,Cicero,Bruto,,,Scr. Romae iii Non. Mai. a. 711 (43).
ad_m_brutum,1,6,Brutus,Ciceroni,,,Scr. Romae xiv K. Iun. a. 711 (43).
ad_m_brutum,1,7,Brutus,Ciceroni,,,"Scr. in castris circ. ix K. Quint. , a. 711 (43)."
ad_m_brutum,1,8,Cicero,Bruto,-0043,-43.0,Scr. ex. m. Maio aut in. Iun. a. 711 (43) .
ad_m_brutum,1,9,Cicero,Bruto,-0043,-43.0,Scr. Romae. in. Quint. ...ut videtur a. 711 (43) .
ad_m_brutum,1,10,Cicero,Bruto,-0043,-43.0,Scr. Romae med. m. Quint. a. 711 (43) .
ad_m_brutum,1,11,Brutus,Ciceroni,-0043,-43.0,"Scr. in castris ex. m. Iun., a. 711 (43) ."
ad_m_brutum,1,12,Cicero,Bruto,-0043,-43.0,Scr. Romae in. m. Quint. a. 711 (43) .
ad_m_brutum,1,13,Brutus,Ciceroni,-0043,-43.0,Scr. in castris K. Quint. a. 711 (43) .
ad_m_brutum,1,14,Cicero,Bruto,,,"Scr. Romae v Id. Quint. , a. 711 (43)."
ad_m_brutum,1,15,Cicero,Bruto,-0043,-43.0,Scr. Romae circ. med. in. Quint. a. 711 (43)
ad_m_brutum,1,16,Brutus,Ciceroni,,,Scr. Athenis in. Maio a. 711 (a).
ad_m_brutum,1,17,Brutus,Attico,-0043,-43.0,"Scr. m. Maio, ut videtur, a. 711 (43) ."
ad_m_brutum,1,18,Cicero,Bruto,,,"Scr. Romae vi K. Sex. , a. 711 (43)."
ad_m_brutum,2,1,Cicero,Bruto,-0043,-43.0,Scr. Romae ex. m. Mart. ant in. Apr. a. 711 (43) .
ad_m_brutum,2,2,Cicero,Bruto,,,Scr. Romae iii Id. Apr. a. 711 (43).
ad_m_brutum,2,3,Brutus,Ciceroni,,,Scr. Dyrrach i K. Apr. a. 711 (43).
ad_m_brutum,2,4,Cicero,Bruto,,,Scr. Romae prid. Id. Apr. mane a. 711 (43).
ad_m_brutum,2,5,Cicero,Bruto,,,Scr. Romae xviii K. Mai. a. 711 (43).
